,County,Baseline_R,Baseline_D,2024_StH_D,2024_StH_R,2024_StH_O,2023_Ssc_D,2023_Ssc_R,2022_Sos_D,2022_Sos_R,2022_Sos_O,2022_Ag_D,2022_Ag_R,2022_Ag_O,2022_Gov_D,2022_Gov_R,2022_Gov_O,2022_Sen_D,2022_Sen_R,2022_Sen_O,2022_Tre_D,2022_Tre_R,2022_Tre_O,2020_Pre_D,2020_Pre_R,2020_Pre_O,2020_Hou_D,2020_Hou_R,2020_Hou_O,2018_Gov_D,2018_Gov_R,2018_Gov_O,2018_Sos_D,2018_Sos_R,2018_Sos_O,2018_Tre_D,2018_Tre_R,2018_Tre_O,2018_Sen_D,2018_Sen_R,2018_Sen_O,2018_Ag_D,2018_Ag_R,2018_Ag_O,2016_Pre_D,2016_Pre_R,2016_Pre_O,2016_Sen_D,2016_Sen_R,2016_Sen_O,2014_Ag_D,2014_Ag_R,2014_Ag_O,2014_Gov_D,2014_Gov_R,2014_Gov_O,2014_Sos_D,2014_Sos_R,2014_Sos_O,2014_Tre_D,2014_Tre_R,2014_Tre_O,2014_Hou_D,2014_Hou_R,2014_Hou_O,2012_Gov_D,2012_Gov_R,2012_Gov_O,2012_Pre_D,2012_Pre_R,2012_Pre_O,2012_Hou_D,2012_Hou_R,2012_Hou_O,2012_Sen_D,2012_Sen_R,2012_Sen_O,2012_StH_D,2012_StH_R,2012_StH_O,2010_Gov_D,2010_Gov_R,2010_Gov_O,2010_Sos_D,2010_Sos_R,2010_Sos_O,2010_Tre_D,2010_Tre_R,2010_Tre_O,2010_Hou_D,2010_Hou_R,2010_Hou_O,2010_Sen_D,2010_Sen_R,2010_Sen_O,2010_Ag_D,2010_Ag_R,2010_Ag_O,2008_Pre_D,2008_Pre_R,2008_Pre_O,2006_Gov_D,2006_Gov_R,2006_Gov_O,2006_Sos_D,2006_Sos_R,2006_Sos_O,2006_Tre_D,2006_Tre_R,2006_Tre_O,2006_Sen_D,2006_Sen_R,2006_Sen_O,2006_Ag_D,2006_Ag_R,2006_Ag_O,2004_Pre_D,2004_Pre_R,2004_Pre_O,2004_Sen_D,2004_Sen_R,2004_Sen_O,2002_Gov_D,2002_Gov_R,2002_Gov_O,2002_Sos_D,2002_Sos_R,2002_Sos_O,2002_Tre_D,2002_Tre_R,2002_Tre_O,2002_Ag_D,2002_Ag_R,2002_Ag_O,2096_Pre_D,2096_Pre_R,2096_Pre_O,2000_Pre_D,2000_Pre_R,2000_Pre_O,2092_Pre_D,2092_Pre_R,2092_Pre_O,2098_Ag_D,2098_Ag_R,2098_Ag_O,2094_Ag_D,2094_Ag_R,2094_Ag_O,2094_Sos_D,2094_Sos_R,2094_Sos_O,2098_Sos_D,2098_Sos_R,2098_Sos_O,2000_Hou_D,2000_Hou_R,2000_Hou_O,2000_Sen_D,2000_Sen_R,2000_Sen_O,2098_Gov_D,2098_Gov_R,2098_Gov_O,2098_Tre_D,2098_Tre_R,2098_Tre_O,2098_Sen_D,2098_Sen_R,2098_Sen_O,2096_Hou_D,2096_Hou_R,2096_Hou_O,2094_Gov_D,2094_Gov_R,2094_Gov_O,2094_Tre_D,2094_Tre_R,2094_Tre_O,2094_Sen_D,2094_Sen_R,2094_Sen_O,2092_Hou_D,2092_Hou_R,2092_Hou_O,2092_Sen_D,2092_Sen_R,2092_Sen_O,2090_Gov_D,2090_Gov_R,2090_Gov_O,Baseline_O,Population 2020,VAP,Number of Households,Percent White VAP,Percent Black VAP,Percent Asian VAP,Percent Native VAP,Percent Latino VAP,Percent High School Attainment,Percent Bachelors Attainment,Percent Graduate Attainment,Percent Senior VAP,Percent Income <25k Households,Percent Income 25-50k Households,Percent Income 50-100k Households,Percent Income 100-200k Households,Percent Income >200k Households,Population Density (Per Square KM)
35,Manitowoc,27359,17358.0,15714,29340,0,10571,13936,13461,20766,1280,14294,21282,0,13937,21573,398,13288,22561,7,12789,21521,982,16818,27218,793,16164,27662,2,13512,21359,683,15353,19388,0,14045,19570,968,16540,18795,0,13937,20344,745,14537,23244,3003,14299,23768,1813,12616,19255,1298,12563,21044,318,15352,16115,1359,13034,17156,2196,13698,18440,887,12682,23086,227,20403,21605,584,14927,25429,0,19616,20646,1600,17742,23000,0,11784,18234,201,14908,14320,0,12019,16811,0,8847,21101,0,12457,17713,0,10455,19243,0,22427,19234,752,15736,16154,573,18724,10881,1274,14207,14309,1983,22357,8809,773,14819,16977,0,20649,23024,481,21785,21389,154,11989,11530,845,15581,9767,286,11234,12199,2081,14381,11818,0,16747,13235,4444,17667,19356,1801,15901,14007,56,17940,8985,168,12629,12508,154,15264,8661,585,16545,9775,491,14782,22725,10,21319,15825,622,10291,17732,174,12096,12827,572,13176,14730,119,9526,22009,643,7761,17705,392,9723,13128,1024,13952,11795,136,21401,18015,0,22308,16746,569,10097,12966,0,882.0,81359,64596,35000,0.9097312527091461,0.010666295126633227,0.022632980370301568,0.005232522137593659,0.03684438664932813,0.8419097157718745,0.20053873304848596,0.05768159019134312,0.2580345532231098,0.1652,0.23542857142857143,0.35045714285714286,0.20691428571428572,0.03065714285714286,0.05330633040109969
36,Marathon,44452,32006.0,28684,48117,183,18668,23684,23788,35494,1945,25337,35956,0,25160,35860,499,23911,37526,9,22966,36142,1545,30807,44621,1318,29769,46093,12,24057,36883,1200,26566,34235,4,25387,33737,1540,29083,32658,2,24241,36313,940,26479,39012,4022,27807,38564,2554,19978,33877,1467,21305,34584,386,24085,28781,2003,21017,29346,3824,19979,35228,275,21809,36352,268,32361,36617,737,27215,40880,6,31751,34689,2348,30134,36134,0,19999,28475,390,23486,24687,10,19771,27562,14,19585,28151,1758,21130,27675,0,18096,30461,7,36368,30346,1228,25773,22139,1127,26907,18375,2352,21851,21999,2940,33775,13702,1412,22485,25628,9,30865,36348,657,37112,30211,238,18945,16906,1324,24371,15870,1133,18412,19102,3406,21853,19675,0,21729,17911,6899,23786,25837,2716,21460,20936,161,23530,11740,645,18880,18291,356,21859,13833,1277,20658,13866,1096,29378,22696,2,34403,16621,562,12325,23550,350,16224,16874,1432,17974,18084,345,23602,22800,0,10664,26485,798,14102,20574,1662,23083,14878,217,29922,24891,0,27282,28226,766,14698,21908,0,1279.0,138013,106877,56497,0.8958896675617766,0.0075788055428202515,0.049411940829177464,0.004472430925269235,0.024177325336601888,0.834332924763981,0.2403417012079306,0.07663950148301318,0.22931032869560336,0.14044993539479972,0.21785227534205356,0.3508150875267713,0.23401242543851886,0.04892295166115015,0.034485498589601
37,Marinette,16313,7528.0,6921,16759,95,4589,7147,5742,12047,577,6218,12205,0,6109,12163,149,5815,12676,0,5593,12214,389,7365,15304,203,6274,16514,0,6192,10915,187,6662,10356,0,6397,10241,222,7519,9730,0,6173,10683,216,6409,13122,812,6501,12596,773,5861,8931,437,6023,9610,45,6778,7979,510,5804,8299,942,5230,10262,0,6242,10268,33,9881,10618,195,8806,10617,0,9684,9989,589,7549,11956,0,6126,8222,113,6594,7515,0,5809,8128,2,6821,7767,0,6214,8318,0,5156,9123,0,11195,9726,334,8407,8454,93,8773,6622,516,6995,8035,599,11079,5337,195,7606,8898,0,10190,11867,158,10855,10897,44,6029,6625,292,6392,6084,65,4835,6935,509,6209,6712,0,8413,7232,2569,8676,10536,711,7624,7983,21,8121,5598,80,6114,6959,30,6627,5965,153,6655,6315,155,4425,14677,2,10546,8357,145,4716,9457,41,5476,7164,159,6325,7728,56,10043,7799,4,4019,9271,80,4368,7911,339,7085,6231,22,4940,14973,0,9158,10185,104,5285,7524,0,245.0,41872,33918,18450,0.9429506456748629,0.003921221770151542,0.00448139630874462,0.005985022701810248,0.020638009316587064,0.8456276903119287,0.16283389350787192,0.044578100123828054,0.29185093460699335,0.18417344173441735,0.25257452574525746,0.35663956639566397,0.16899728997289973,0.015284552845528456,0.0115521808355522
38,Marquette,5832,3246.0,3059,6011,0,2124,3042,2522,4534,219,2595,4690,0,2696,4549,33,2588,4753,2,2425,4564,230,3239,5719,49,3211,5691,0,2910,4143,119,3044,4005,0,2751,3915,395,3336,3791,0,2778,4150,133,2808,4708,374,3189,4357,257,2547,3413,203,2629,3612,38,2790,3105,226,2376,3142,570,2570,3442,137,2764,4103,24,4014,3992,64,2999,4294,4,3744,4032,229,3289,4255,0,2384,3484,69,2647,3161,0,2373,3386,2,2046,3868,0,2430,3525,1,2132,3755,0,4068,3655,97,2878,3095,119,3070,2517,214,2359,3059,312,3860,2022,110,2553,3435,0,3785,4604,63,3952,4217,15,2033,1862,134,2327,2140,12,1838,2439,222,2375,2293,0,2859,2207,1049,3437,3522,235,2534,2321,8,2554,1979,42,1881,2283,16,1979,1971,50,2223,2209,49,2506,4437,0,3967,3031,24,1624,3112,44,1628,2610,24,1985,2736,20,1662,3981,75,1292,2952,40,1280,2480,65,2116,2006,8,2811,3454,0,3195,3048,36,1524,2245,0,215.0,15592,12550,6728,0.9508366533864542,0.002549800796812749,0.003346613545816733,0.004860557768924302,0.022071713147410358,0.8492430278884462,0.12693227091633466,0.026852589641434263,0.3054183266932271,0.16869797859690844,0.27779429250891796,0.3330856123662307,0.1901010701545779,0.00401307966706302,0.013210256757844437
39,Menominee,249,1274.0,1134,322,0,396,171,903,252,30,937,267,0,978,253,0,961,264,0,874,269,21,1303,278,3,1110,411,0,866,233,21,847,237,0,838,322,4,895,220,0,827,255,16,1001,267,22,844,303,66,646,212,26,752,214,16,666,175,22,626,177,53,580,306,0,574,208,2,1191,179,3,924,238,0,1014,213,33,779,214,0,585,166,0,607,142,0,581,152,0,615,138,0,594,159,0,543,191,0,1257,185,3,886,180,5,813,138,42,731,193,45,939,83,12,775,238,2,1411,288,8,1332,298,7,680,171,16,614,180,16,486,203,111,613,221,0,991,230,125,948,224,58,691,244,4,737,181,1,573,227,6,400,161,3,679,192,7,474,640,5,921,207,27,724,300,11,585,243,11,654,292,2,966,254,0,443,423,11,350,294,27,645,171,5,233,480,0,476,300,6,544,390,0,39.0,4255,2893,1249,0.1655720705150363,0.000691323885240235,0.000691323885240235,0.8071206360179745,0.02799861735222952,0.8102315935015555,0.15727618389215348,0.05737988247493951,0.19080539232630486,0.1521216973578863,0.21617293835068055,0.32826261008807045,0.1489191353082466,0.02321857485988791,0.0045939756837790014
40,Milwaukee,128983,313880.0,298920,110405,8820,170514,63052,232301,95733,13494,241579,101557,52,246029,97454,3092,243594,103650,204,232330,100767,6044,317527,134481,7714,302325,137670,8357,262124,124055,7698,269144,113771,142,261615,112126,8003,280427,111684,214,257776,123388,7375,288822,126069,26162,276557,147921,10236,219902,128915,9931,231316,132705,4071,228262,110904,11826,209866,119184,18884,219920,131435,7578,250476,143454,1709,332438,154923,5214,286000,151321,10665,312619,155409,9856,261703,103286,11693,209932,128614,1502,211710,107993,223,197568,120447,1020,189714,135351,5962,209394,129843,26,188548,139141,169,319818,149443,5928,199536,118948,5583,204293,92039,14742,180747,109185,17652,238033,70997,9858,188457,130010,191,294826,178910,4253,309908,156404,2252,150802,94959,5905,168769,81210,5177,138781,96661,17183,153423,106082,108,215898,118805,34940,251533,162496,17650,234864,150555,2348,210655,66114,7656,154267,111181,4040,166218,83815,10773,190522,80513,8771,298771,112115,3584,298181,119616,5367,139819,143774,5662,160846,98870,12014,177738,109523,3269,246700,110176,4279,90396,175839,6133,123417,115358,16760,175304,96800,3040,299264,124786,5067,272873,174903,5854,108432,128375,294,11352.0,939489,720446,389764,0.5714363047334567,0.23813304536356647,0.04554678629626648,0.00773548607390422,0.13855861508010317,0.7724937052881132,0.2833827934362881,0.10346923988751412,0.17697926006945697,0.22698863927915353,0.23166839420777702,0.3047895649675188,0.1885346004248725,0.0475364579591753,1.5022041646479813
41,Monroe,14189,8511.0,7439,15431,0,4970,6399,6410,10223,607,7016,10244,0,6932,10152,145,6461,10802,8,6355,10268,510,8432,13773,400,9478,12838,8,6968,9464,313,7346,9182,4,6963,8935,550,8150,8558,2,6728,9401,479,7050,11356,1291,7671,10797,956,5846,8307,597,6398,8445,176,6491,7555,669,5818,7529,1152,7094,7811,34,6083,9047,151,9502,9655,236,10495,7812,4,8616,9880,626,7656,10724,4,5191,7556,219,6021,6709,14,5256,7319,23,6202,6407,593,5425,7504,5,4755,8073,24,10182,8651,288,6546,6505,373,7046,5477,507,5893,6168,823,8822,4173,362,6488,6693,19,8959,10356,180,9793,9299,86,3269,3429,187,6332,4566,272,4825,5342,864,5808,5499,8,6914,5290,2372,7448,8201,658,6421,6110,55,7064,4106,159,4906,4936,71,5030,4283,215,6000,4828,212,6743,8583,45,9541,5933,214,4144,7451,144,4524,5788,187,5129,6218,97,4894,8802,172,2816,7110,146,2975,5843,461,5644,4385,73,6513,8956,82,7925,8181,121,3542,5182,0,338.0,46274,34674,17787,0.9105669954432716,0.013352944569418008,0.008161735017592433,0.01173790159773894,0.041673876679933095,0.8169521831920171,0.18691238391878642,0.05701678491088424,0.2235392513122224,0.15629392252768876,0.2235340417158599,0.3550907966492382,0.21830550401978974,0.030696576151121605,0.019831674622365042
42,Oconto,17436,6899.0,6593,17577,0,4424,7996,5610,13058,695,6037,13360,0,5909,13362,162,5526,13961,10,5372,13369,505,6713,16222,183,5642,17370,0,5856,11487,166,6274,10934,0,5864,10897,440,7040,10389,0,5719,11282,268,5938,13342,920,6059,13002,744,5550,9499,553,5656,10299,93,6613,8537,564,5422,8997,991,5094,10711,0,5782,11049,66,8864,10741,185,7884,10839,0,8792,10032,710,7513,10955,0,5381,8131,114,6217,7191,4,5309,8019,4,5958,7752,4,5387,8191,2,4606,8883,0,9928,8755,286,6639,7497,232,7583,5618,656,6031,6886,816,9553,4534,309,6273,7860,11,8535,11044,217,9440,10037,84,4561,5419,285,5537,5054,181,4096,5702,954,5296,5823,1,6724,5390,1773,7262,8708,630,5898,5720,21,6307,4698,56,4105,5028,38,4615,4150,130,5482,5215,105,3919,12281,15,8797,7374,139,3970,7455,84,4178,6114,117,4913,6474,61,7388,6083,0,3074,6306,92,2920,5456,169,4915,4457,32,4502,10200,0,7151,7391,100,3831,5441,0,300.0,38965,31009,16458,0.9466928956109517,0.002192911735302654,0.002966880583056532,0.012028765842174853,0.015834112676964752,0.8518494630591119,0.15795414234577057,0.031152246122093587,0.2623109419845851,0.13981042654028436,0.20391299064284846,0.3767772511848341,0.23641997812613927,0.024425811155668976,0.015082544659273452
43,Oneida,13862,10242.0,9041,15315,0,6207,6716,8139,11214,709,8770,11346,2,8666,11297,222,8278,11865,10,7977,11460,489,10104,13671,376,9979,13876,1,7850,11247,502,8540,10552,0,8141,10423,418,9337,10112,2,8095,10885,326,8109,12131,1290,8292,12046,933,6578,9696,674,7190,9852,260,7564,8415,798,6158,8081,2496,6817,9932,205,7364,10433,122,10453,10917,255,9032,11570,5,10048,10183,969,7989,11358,287,6762,8772,244,7574,7818,0,6778,8434,5,7124,8212,388,7007,8610,2,6015,9543,5,11907,9631,390,8373,7425,406,8828,5831,780,7196,7153,999,10998,4491,428,7330,8393,2,10464,11351,211,12080,9639,62,5748,5226,349,7170,5292,299,5454,6110,1126,6586,6257,5,7619,6339,2958,8339,9513,1040,7160,6724,47,7878,4866,167,6490,5992,135,6820,5024,308,7025,5024,393,7228,10642,53,11736,6043,458,5088,7816,156,5466,6398,385,6399,6596,98,7189,8785,20,3685,8906,169,4190,7067,514,7696,5040,99,7848,9474,0,8701,9388,152,4327,7207,0,431.0,37845,31461,15948,0.9479355392390579,0.004831378532150917,0.00527637392327008,0.010743460157019801,0.011601665554178188,0.8738438066177172,0.24719493976669527,0.08906264899399256,0.31623279616032546,0.15864058189114622,0.23808628041133684,0.3301354401805869,0.21206420867820416,0.04740406320541761,0.01311735081158084
44,Outagamie,59884,48704.0,47549,60941,60,28108,26477,36450,45215,3313,39210,45974,0,39566,45600,764,37916,47802,0,35763,46311,2291,47595,58294,1969,41630,64884,0,36234,45285,1765,38332,43040,0,36502,41912,2395,41552,41286,0,36006,45000,1496,38011,49803,5979,37012,53169,3443,27553,41220,4249,29452,44467,862,31953,36920,2990,27393,38227,5372,25420,47714,0,29666,47746,418,45582,47283,1564,39223,50571,10,43224,46125,3415,42154,41392,0,29152,35042,673,31100,31807,12,26358,36020,13,29063,36247,40,28694,36083,20,23991,39933,4,50134,39498,1589,34696,33277,1323,36438,26364,3223,25284,37217,3588,45402,21396,1830,32176,36146,11,39537,48195,964,44698,42171,491,21127,23652,1810,23224,23606,1211,15021,30238,2743,18985,30726,0,28698,27588,8284,32244,38552,3509,23718,30353,183,29066,18912,751,20937,21412,381,21705,18489,1122,24786,22416,1136,19654,51499,27,34148,37750,958,17368,32371,694,16538,29219,1229,22583,27254,468,30377,33159,355,12196,30986,580,11622,28056,1557,23411,19956,235,22149,48077,0,34082,35853,1228,15000,27486,0,1677.0,190705,146186,76343,0.8841749551940679,0.014091636682035216,0.030126003858098587,0.015446075547590057,0.03926504590042822,0.8371663497188513,0.2722627337775163,0.08275074220513592,0.19476557262665373,0.11980142252727821,0.1974771753795371,0.3499862462832218,0.2655646228206908,0.06292652895484852,0.11549192395295417
45,Ozaukee,32979,27978.0,25824,35777,19,18529,20341,21275,28882,1638,22278,29728,6,23104,28827,428,21954,30209,70,20739,29926,845,26517,33911,1057,24271,36259,11,18393,32068,713,19801,30480,7,18862,30383,819,21463,29479,23,18749,31495,603,20169,30463,3925,18159,35455,1062,13174,31595,969,13695,32696,334,14682,29476,1302,12645,30422,1921,14115,30889,804,14095,34302,126,19160,36077,581,16606,35636,14,18284,35463,1302,15986,36800,309,13231,29879,178,14571,27440,9,12601,29170,15,10710,30406,1619,13494,29753,9,11557,31030,10,20577,32173,614,15227,25461,585,16350,22293,1323,12308,25596,1708,21237,18466,1182,13613,27217,10,17712,34905,414,20742,31619,194,10541,20485,580,12131,19693,556,8696,22175,1454,10845,21982,0,13269,22070,3604,15029,31147,1567,11879,22808,179,15738,14784,656,10593,17197,211,11200,14915,1047,12712,16137,631,11334,35123,4,21846,24903,489,7281,23710,480,8667,20525,777,11419,20216,205,8675,29897,0,4767,23041,501,6735,19102,1011,12661,15520,141,9968,30812,1008,16827,25564,620,5193,16077,0,1421.0,91503,71843,37097,0.9158860292582437,0.015478195509652994,0.023593112759767828,0.002519382542488482,0.025987222137160197,0.8676419414556742,0.4492295700346589,0.1741018610024637,0.2535528861545314,0.09308030298946006,0.18082324716284337,0.29727471224088203,0.2938782111761059,0.13300266867940805,0.15161175408219904
46,Pepin,2752,1526.0,1490,2762,0,979,1186,1183,1984,107,1275,2020,0,1279,1990,19,1177,2121,0,1202,2002,56,1489,2584,59,1681,2425,0,1332,1745,35,1374,1684,0,1315,1658,71,1529,1577,0,1287,1699,67,1344,2207,185,1491,2097,111,1303,1603,93,1332,1790,19,1505,1387,108,1331,1452,188,1740,1374,0,1215,1848,8,1875,1793,18,2185,1277,0,1812,1701,71,1933,1632,0,1092,1278,13,1185,1176,0,1117,1216,0,1187,1163,44,1117,1279,0,1038,1333,0,2101,1616,50,1626,1255,26,1736,896,54,1436,1195,90,2087,753,46,1588,1240,0,2181,1853,27,2297,1619,10,1233,869,67,1430,730,8,1085,917,61,1305,859,0,1586,1007,500,1854,1630,179,1675,1097,8,1345,655,8,1322,791,25,1355,658,54,1246,681,32,2303,944,0,2326,990,39,958,1173,4,1002,837,24,1055,1069,4,1473,1483,0,785,1497,44,832,1024,126,1471,767,29,1580,1613,43,1794,1498,39,1006,1047,0,43.0,7318,5705,3046,0.9479404031551271,0.0036809815950920245,0.0033304119193689747,0.004557405784399649,0.016827344434706397,0.8553900087642419,0.2126205083260298,0.05556529360210342,0.2907975460122699,0.15134602757715035,0.2196323046618516,0.3598161523309258,0.2179908076165463,0.02757715036112935,0.012178581473178995
47,Pierce,13920,10294.0,10308,14439,2,5866,5780,7417,9751,824,7787,10184,2,7967,9779,216,7708,10313,2,7530,9965,466,9796,12814,706,10207,12871,0,8192,8740,568,8421,8899,0,8293,8520,436,9215,8247,0,8230,8723,468,8399,11272,1704,8645,11417,815,6588,7075,517,6665,7759,151,6776,6722,600,6210,6825,974,7948,6495,2,6743,8316,31,10234,10397,388,11693,8081,6,10253,9849,502,10102,10000,173,5901,7035,228,6204,6776,6,6001,6835,10,6268,6605,428,5951,7057,12,5831,7172,11,11759,9766,484,7794,5998,267,7767,5299,629,7214,5592,777,8868,4606,469,7983,5717,12,11129,10391,262,11868,8888,160,5856,5291,313,6275,4837,94,5402,5313,398,6005,5206,4,7971,4601,2425,8560,8171,1234,7825,4845,80,5876,3855,109,4945,4367,103,5109,4065,180,5318,4222,175,10135,6503,99,10398,6100,438,4285,5854,83,4748,4631,246,5203,4853,66,6663,7827,20,3240,6592,103,3679,5096,363,5341,4218,54,6713,8724,315,8482,7463,327,3807,4810,2,373.0,42212,33381,15850,0.9323267727150175,0.009436505796710704,0.0074593331535903655,0.005572031994248225,0.02492435816782002,0.7583056229591684,0.23393547227464725,0.07582157514753902,0.18621371438842454,0.1070031545741325,0.17962145110410094,0.3285173501577287,0.31236593059936907,0.06201892744479495,0.028392722498333578
48,Polk,17638,9879.0,9311,18086,0,5464,7730,7067,12576,768,7405,13021,0,7586,12548,224,7312,13132,0,7123,12696,513,9370,16610,340,9272,16700,0,7332,10865,367,7635,10803,0,7519,10475,384,8300,10244,0,7429,10607,372,7564,13810,1370,8094,13534,750,6415,8775,461,6515,9344,123,6761,8412,569,6162,8511,949,6370,9274,133,6592,10132,48,10072,12094,368,9151,12180,4,10191,11309,642,9805,11894,0,5751,8841,227,6252,8452,1,6066,8550,1,6144,8325,467,5883,8718,0,5769,8939,5,10876,11281,484,8127,7102,268,8262,6231,539,7531,6661,705,9107,5646,482,8260,6860,1,11173,12095,206,11659,10266,105,6901,6788,372,7756,6021,24,6844,6540,222,7403,6537,0,8333,5386,2689,8960,9558,1244,7746,5445,54,6928,5198,58,5365,4942,56,5536,4410,115,6499,5503,122,11123,7123,2,10631,7442,237,5895,6820,40,5759,5743,456,6144,6450,28,8762,6597,0,4009,6759,56,4335,5286,210,5857,4500,62,9162,7637,92,9031,7751,285,4710,5778,0,345.0,44977,35567,18326,0.9476199848173869,0.0030084066691033824,0.004273624427137515,0.007928697950347232,0.016616526555514943,0.8616132932212444,0.20485281300081537,0.059521466527961316,0.261506452610566,0.14935064935064934,0.1997162501364182,0.3689293899377933,0.23693113609079997,0.03535959838480847,0.018993039925205166
49,Portage,20441,21240.0,21110,20721,282,13907,9991,16862,15126,1318,17855,15428,0,17943,15359,223,17183,16337,11,16761,15446,868,20421,19296,876,21621,18273,4,18003,15956,906,19070,14914,2,18290,14530,909,20165,14508,6,17935,15874,626,18524,17303,2755,18981,17545,1420,14317,13930,957,15281,14648,309,15940,11783,1171,13838,12464,2143,16558,12610,18,15669,14845,179,22072,16612,647,21918,13724,25,21465,15706,1095,21279,14216,394,14461,12791,267,15371,11120,20,13744,12127,22,14626,12352,684,14819,12644,2,12853,13935,13,24815,13808,795,17748,10203,884,17719,8058,1556,14904,9827,1986,21108,6320,1065,15659,12151,27,21860,16543,554,23589,14525,236,11949,7155,1584,15200,6406,589,11443,8104,2352,13953,8463,6,15831,9584,4354,17803,13110,2588,15552,10913,112,14690,5709,504,10692,7816,186,11455,5738,754,13170,6841,600,20908,11407,24,22359,9486,642,9272,11972,311,10691,8093,904,12252,9056,226,16879,12172,0,7089,11888,568,8038,8216,897,12356,6774,166,20578,9912,0,18750,13191,269,7514,7975,0,803.0,70377,56525,28991,0.9105705440070765,0.012260061919504643,0.02904909332153914,0.004458204334365325,0.030340557275541795,0.7638213180008846,0.2683768244139761,0.0767624944714728,0.2091640866873065,0.15684177848297748,0.21213480045531372,0.3405884584871167,0.2364526922148253,0.04194405160222138,0.03392874274620479
50,Price,5655,3007.0,2780,5647,0,2074,2771,2476,4303,200,2677,4345,0,2595,4368,44,2458,4583,0,2439,4335,123,3031,5393,51,3115,5326,0,2584,3995,43,2915,3662,0,2735,3629,95,3135,3515,0,2622,3846,72,2666,4558,342,2954,4281,314,2487,3593,172,2699,3724,32,3023,3056,209,2640,3166,408,2644,3733,17,2650,4084,27,3887,3884,88,3277,4045,0,3831,3623,265,3704,3726,0,2858,3284,62,3330,2757,0,2864,3123,0,2832,3198,318,3089,3221,0,2566,3624,0,4559,3462,169,3581,2736,57,3783,2111,69,3087,2695,137,4512,1696,38,3046,3181,0,4349,4312,63,4834,3682,8,2669,2323,147,3728,2077,18,2789,2558,334,3280,2615,0,3523,2544,1321,3412,4136,381,3575,2654,10,3763,1781,21,3476,2739,20,3560,2147,53,3215,2100,40,4641,2940,0,4938,2454,12,2297,3567,18,2539,2526,27,3047,2743,13,4200,3009,0,2093,4288,37,2583,2922,101,3956,2389,16,4901,2580,0,4216,3947,18,2949,3592,0,104.0,14054,11566,6517,0.9511499221857167,0.0016427459795953657,0.005101158568217188,0.00544699982707937,0.009078333045132284,0.8528445443541415,0.1453397890368321,0.0332007608507695,0.31445616462043924,0.20116618075801748,0.2683750191806046,0.3595212521098665,0.14684670860825533,0.006751572809574957,0.0043270037484894434
51,Racine,53831,50330.0,44179,46658,4518,28163,28963,36150,41780,2933,37787,43144,14,38240,42358,900,37251,44221,76,35642,43004,1680,50158,54478,1813,45092,59331,12,40497,44770,1922,42820,42704,10,41210,42001,1958,45397,41213,22,39720,44944,1636,42640,46680,4979,41605,49682,2485,33873,41616,2123,35770,42945,868,36457,37515,2635,32639,39462,3939,32041,46460,16,40287,45525,425,53008,49347,1009,47722,50294,1519,51630,47030,2802,49913,39634,3486,31333,40814,439,34290,35982,15,30233,39604,11,24374,46690,1155,31779,40763,10,28151,43029,14,53408,45956,1280,34969,35286,1114,37966,28057,2717,31680,33099,3393,45817,22971,1898,33101,37145,8,48228,52455,884,54775,45182,440,27859,26650,858,31447,24021,1069,24167,28578,3290,28376,28799,0,38567,30109,8865,41559,44015,3284,34881,32311,311,39278,19374,1530,27970,26803,475,30175,22447,1695,35890,22211,1633,28249,58173,9,53158,33637,966,25801,34337,1139,27961,28256,1871,30199,30616,576,36419,39063,6,17324,38306,1213,20327,30052,2188,32714,23761,284,48116,35067,459,43548,38205,1496,18246,29319,0,1907.0,197727,153051,79539,0.7600015681047494,0.1069316763693148,0.012002535102678192,0.005573305630149427,0.11405348543949402,0.8114419376547687,0.23737839020979934,0.07952251210380853,0.21544452502760517,0.1614050968707175,0.2091552571694389,0.3155936081670627,0.25623907768516074,0.055670803002300755,0.22951213566876763
52,Richland,5044,4058.0,3469,5560,0,2584,2355,3140,3591,227,3244,3723,0,3353,3561,33,3172,3826,5,3074,3657,108,3995,4872,61,4298,4551,2,3624,3285,80,3648,3252,2,3392,3297,142,3999,2980,2,3401,3424,97,3568,4013,487,3904,3838,222,3154,3170,231,3314,3434,22,3411,2834,261,2875,2986,535,3639,2953,0,3295,3894,20,4969,3572,70,4889,2882,0,4503,3785,102,3678,4323,73,2866,3292,31,3054,2899,0,2757,3106,0,2929,3157,93,2979,3293,2,2434,3648,0,5041,3297,83,3488,2813,76,3524,2390,137,2884,2922,205,4216,1866,92,3031,3268,0,4501,4835,37,4739,4467,6,1961,1958,150,2562,2132,37,2024,2566,183,2333,2519,0,3501,2641,1075,3836,3993,462,3458,3143,27,2946,2262,120,2647,2814,19,2685,2420,69,2547,2527,77,2891,4759,0,4607,3012,35,2060,3501,70,1957,2937,76,2540,3001,19,2093,4960,23,1530,4348,49,1515,3290,119,3298,2369,12,2889,5087,3,3722,4153,8,1678,2666,0,91.0,17304,13369,7138,0.9459196648964021,0.003440795871044955,0.005310793627047648,0.0029919964096043086,0.023337571994913608,0.836786595856085,0.1822873812551425,0.0533323360011968,0.2983768419477897,0.19809470439899132,0.22821518632670215,0.35360044830484727,0.18758755954048753,0.009246287475483329,0.011398338466889223
