,County,Baseline_R,Baseline_D,2022_SSe_D,2022_SSe_R,2022_Sen_D,2022_Sen_R,2022_Sen_O,2022_Sup_D,2022_Sup_R,2022_Sos_D,2022_Sos_R,2022_LtG_D,2022_LtG_R,2022_Lab_D,2022_Lab_R,2022_Ins_D,2022_Ins_R,2022_Gov_D,2022_Gov_R,2022_Gov_O,2022_Ag_D,2022_Ag_R,2022_Ag_O,2021_Psc_D,2021_Psc_R,2021_Sen_D,2021_Sen_R,2018_SPs_D,2018_SPs_R,2018_SSo_D,2018_SSo_R,2018_Sup_D,2018_Sup_R,2018_LtG_D,2018_LtG_R,2018_Gov_D,2018_Gov_R,2018_Ag_D,2018_Ag_R,2020_Hou_D,2020_Hou_R,2020_Pre_D,2020_Pre_R,2020_Sen_D,2020_Sen_R,2020_Psc_D,2020_Psc_R,2016_Psc_D,2016_Psc_R,2016_Sen_D,2016_Sen_R,2016_Pre_D,2016_Pre_R,2014_Psc_D,2014_Psc_R,2014_Psc_O,2014_Sen_D,2014_Sen_R,2014_Sen_O,2014_Sos_D,2014_Sos_R,2014_LtG_D,2014_LtG_R,2014_Ins_D,2014_Ins_R,2014_Ins_O,2014_Gov_D,2014_Gov_R,2014_Gov_O,2014_Ag_D,2014_Ag_R,2014_Agr_D,2014_Agr_R,2012_Psc_D,2012_Psc_R,2012_Pre_D,2012_Pre_R,2010_Ag_D,2010_Ag_R,2010_Ag_O,2010_LtG_D,2010_LtG_R,2010_Gov_D,2010_Gov_R,2010_Gov_O,2010_Sen_D,2010_Sen_R,2008_Pre_D,2008_Pre_R,2008_Sen_D,2008_Sen_R,2008_Psc_D,2008_Psc_R,2008_Hou_D,2008_Hou_R,2006_Gov_D,2006_Gov_R,2006_LtG_D,2006_LtG_R,2006_Sos_D,2006_Sos_R,2006_Agr_D,2006_Agr_R,2006_Ins_D,2006_Ins_R,2006_Sup_D,2006_Sup_R,2006_Psc_D,2006_Psc_R,2024_Gue_D,2024_Gue_R,2028_Gue_D,2028_Gue_R,Baseline_O,Population 2020,VAP,Number of Households,Percent White VAP,Percent Black VAP,Percent Asian VAP,Percent Native VAP,Percent Latino VAP,Percent High School Attainment,Percent Bachelors Attainment,Percent Graduate Attainment,Percent Senior VAP,Percent Income <25k Households,Percent Income 25-50k Households,Percent Income 50-100k Households,Percent Income 100-200k Households,Percent Income >200k Households,Population Density (Per Square KM)
136,Tift,11370,5372.0,3796,8244,3878,8921,87,3442,9456,3284,9192,3462,9202,3431,9205,3497,9344,3545,9418,21,3575,9201,45,4504,9719,4754,9663,1197,3602,1272,3575,3651,9742,3638,9261,4069,9523,3900,9382,4644,11267,5322,10784,4957,10814,9229,21309,2382,9937,3432,9509,4347,9584,2255,5902,174,2587,5857,67,2282,6152,2251,6156,2289,5929,96,2690,5593,132,2380,6004,2303,6109,4003,8896,4659,9185,4234,5234,121,3113,6264,3275,6216,203,2589,6843,1730,3228,1811,2839,1815,2503,2210,2512,1914,3964,1880,3955,1902,3737,2587,3313,1353,4549,1489,4311,1738,3822,5477,10629,5432,10674,190.0,41344,31224,15496,0.595695618754804,0.27815142198308995,0.01614142966948501,0.0027542915705867283,0.10552779912887522,0.7226492441711504,0.15523315398411477,0.08205226748654881,0.19840507302075328,0.2661977284460506,0.257679401135777,0.28116933402168304,0.15907330924109447,0.022973670624677336,0.06118619285253393
137,Toombs,8099,2658.0,1971,5780,2062,6298,40,1867,6494,1764,6346,1853,6376,1849,6410,1866,6474,1919,6522,2,1922,6373,40,2425,6831,2542,6865,827,2800,955,2708,2124,6516,2070,6401,2200,6623,2195,6427,2738,7875,2939,7871,2832,7792,5313,15151,1372,6544,1952,6368,2338,6615,1378,3903,125,1539,3927,35,1389,4127,1369,4144,1406,3950,65,1584,3840,49,1419,4077,1410,4089,2247,5853,2746,6524,1839,4371,132,1772,4480,1885,4455,152,1506,4806,1332,3420,1552,2852,1481,2585,2399,2170,1616,3128,1555,3081,1535,2875,2534,2137,1286,3391,1264,3315,1438,3007,2882,7928,2740,8070,126.0,27030,20261,9825,0.649474359607127,0.24036325946399487,0.008390503923794482,0.003356201569517793,0.0976259809486205,0.7151670697398944,0.14732737772074428,0.06702531957948768,0.22476679334682395,0.3060559796437659,0.24610687022900762,0.25353689567430027,0.1712977099236641,0.007735368956743003,0.028669615298946766
138,Towns,6976,1601.0,1280,5201,1363,5568,179,1112,5990,1060,5788,1196,5821,1130,5850,1139,5955,1053,6066,61,1189,5849,87,1334,5803,1416,5825,589,2113,545,2169,1048,4949,1098,4816,1066,5015,1184,4803,1465,6270,1551,6390,1452,6296,2742,12234,858,5119,1165,4968,1211,5388,920,3058,189,1113,3118,68,932,3254,893,3327,894,3193,109,1031,3155,81,960,3233,903,3283,1221,4380,1274,4878,1047,2972,150,996,3084,1013,3028,190,836,3260,440,1687,556,1397,652,1207,616,1356,614,1848,736,1670,747,1563,1315,1141,603,1847,559,1819,703,1582,1515,6426,1411,6530,227.0,12493,10923,5388,0.9335347432024169,0.010253593335164332,0.005767646251029937,0.0018309988098507736,0.030943879886478075,0.7973999816900119,0.27245262290579514,0.12350086972443468,0.3802069028655131,0.22735708982925018,0.24220489977728285,0.33593170007423906,0.1651818856718634,0.023942093541202674,0.0289736424040725
139,Treutlen,2242,853.0,683,1644,711,1721,4,660,1722,595,1704,627,1726,648,1716,646,1735,676,1764,2,667,1712,0,794,1854,851,1862,268,659,291,654,738,1754,754,1738,805,1799,746,1745,863,2066,952,2100,893,2077,1667,3954,418,1784,625,1700,862,1810,502,960,18,562,942,14,534,982,504,1003,505,968,8,571,907,14,527,971,519,980,879,1599,1074,1653,650,1042,16,746,993,665,1088,17,548,1161,493,1137,575,919,596,763,875,620,502,609,477,605,482,570,613,484,393,709,358,723,439,610,845,2207,710,2342,19.0,6406,4934,2254,0.6686258613700852,0.3001621402513174,0.0014187271990271585,0.0032428050263477908,0.019862180786380218,0.6538305634373733,0.12322659100121605,0.02229428455614106,0.24787190920145927,0.35758651286601595,0.22404614019520852,0.2688553682342502,0.08296362023070097,0.022626441881100266,0.012402182288460123
140,Troup,19124,11345.0,8340,12756,8806,13937,421,8053,14946,7746,14583,8196,14402,8021,14551,8104,14860,8262,14864,88,8243,14557,219,10120,15942,10591,15715,2881,5436,2863,5503,8660,14826,8536,14232,9218,14533,9127,14268,10480,18881,11578,18143,11111,18162,21217,35786,5922,16948,8312,15294,9713,15750,5558,9442,565,6092,9365,310,5600,10022,5462,10078,5535,9641,412,6062,9260,317,5685,9894,5455,10074,8924,15319,10548,15179,5877,9368,436,5559,9705,5717,9552,554,5088,10135,4138,6273,4097,5472,4010,5325,3747,6146,3310,7286,3666,6840,3749,6563,5876,4662,3095,7577,3075,7372,3515,6749,11343,18378,11123,18598,681.0,69426,52581,25315,0.5831764325516822,0.3357676727334969,0.023639717768775794,0.0026815769954926685,0.03465129989920313,0.7651433027139081,0.17399821228200302,0.06487134135904604,0.2002244156634526,0.27517282243729013,0.23567055105668577,0.2765158996642307,0.16796365791032986,0.038791230495753504,0.06474626915781169
141,Turner,2434,1349.0,1048,1745,1152,1892,8,1004,2016,978,1946,1016,1954,1014,1957,1030,1984,1083,1994,2,1043,1952,10,1262,2101,1310,2102,333,837,344,832,1116,2069,1036,1969,1200,2062,1166,2010,1244,2468,1410,2350,1345,2334,2611,4512,724,2153,1031,2039,1245,2094,842,1303,62,909,1340,6,836,1398,820,1397,825,1345,31,924,1271,37,873,1359,909,1323,1308,1988,1509,2027,1468,876,11,1003,1289,1047,1265,55,837,1461,581,696,568,604,604,487,693,513,702,835,691,824,686,773,887,657,506,1031,551,947,641,825,1375,2385,1317,2443,40.0,9006,6960,3379,0.5702586206896552,0.3852011494252874,0.005172413793103448,0.00014367816091954023,0.0367816091954023,0.7102011494252873,0.09798850574712643,0.026149425287356323,0.22844827586206898,0.31459011541876297,0.3249482095294466,0.2420834566439775,0.08878366380585972,0.0008878366380585972,0.012183013043372392
142,Twiggs,2573,1795.0,1582,1798,1601,1886,25,1508,1961,1482,1872,1493,1923,1507,1913,1526,1945,1542,1981,2,1541,1898,22,1817,2033,1897,2042,810,806,814,820,1674,1984,1615,1874,1777,2000,1761,1908,1946,2309,2044,2369,1981,2312,3856,4413,1098,2093,1655,1975,1971,2034,1493,1272,91,1614,1251,47,1517,1337,1473,1367,1502,1277,65,1580,1250,33,1552,1299,1528,1312,2041,1899,2270,1906,1808,1209,80,1814,1233,1768,1306,105,1591,1445,1050,1250,1128,1037,1138,871,1462,760,1108,959,1163,881,1137,818,1479,574,911,1174,960,1037,1056,900,1845,2568,1630,2783,76.0,8022,6589,2872,0.5711033540749735,0.3894369403551374,0.004704811048717559,0.00333889816360601,0.01198967976931249,0.7439672180907573,0.10274700258005767,0.03475489452117165,0.28046744574290483,0.3412256267409471,0.18906685236768803,0.30675487465181056,0.12952646239554316,0.006963788300835654,0.008621264065169965
143,Union,14067,3176.0,2425,10214,2620,11185,378,2139,12009,2020,11597,2334,11647,2157,11701,2186,11940,2069,12122,108,2324,11740,149,2385,11596,2578,11588,1128,4151,1014,4289,1818,9794,1936,9517,1850,9894,2095,9506,2641,12503,2799,12646,2614,12418,4936,24256,1432,9409,1818,9176,1961,9847,1443,5730,383,1721,5872,175,1478,6146,1422,6229,1419,5958,232,1621,5913,205,1540,6077,1446,6165,2195,7903,2138,8770,1995,5607,328,1901,5859,1898,5786,477,1535,6230,791,3161,1110,2560,1153,2236,986,2790,1252,3633,1478,3346,1519,3081,2607,2238,1242,3660,1102,3593,1418,3138,2730,12715,2612,12833,542.0,24632,20808,10440,0.9364667435601691,0.005238369857747021,0.004757785467128028,0.003604382929642445,0.027056901191849288,0.820117262591311,0.23923490965013455,0.09328143021914648,0.39729911572472126,0.24406130268199233,0.22720306513409963,0.310632183908046,0.15344827586206897,0.055268199233716474,0.029528009772342306
144,Upson,9327,4053.0,2871,6044,3173,6686,165,2963,7053,2766,6885,2889,6933,2884,6933,2922,7040,2970,7095,12,2951,6942,41,3706,7322,3868,7317,1216,2771,1184,2830,3296,7046,3169,6844,3444,7063,3418,6875,3807,8663,4201,8608,4000,8569,7677,16655,2093,7491,2912,7063,3476,7292,2183,4593,241,2380,4581,104,2209,4814,2130,4871,2126,4715,161,2453,4431,162,2223,4780,2134,4855,3242,7248,3958,7229,2571,4400,131,2438,4533,2514,4501,200,2129,4859,1761,3297,1857,2913,1870,2658,1617,3140,1703,2900,1813,2765,1775,2664,2739,1831,1415,3217,1513,2981,1711,2734,4028,8781,3847,8962,246.0,27700,21711,10610,0.6737137856386164,0.27796969278246053,0.005342913730367095,0.0032241720786697985,0.018930496061904105,0.7286168301782506,0.1279075123209433,0.04633595873059739,0.23504214453502834,0.3062205466540999,0.2403393025447691,0.2640904806786051,0.15428840716305373,0.023845428840716304,0.03306365170725419
145,Walker,25243,5622.0,3904,15517,4376,17063,531,3757,18085,3196,17837,3811,17609,3697,17666,3739,18039,3504,18413,105,3865,17706,276,4646,19206,4852,19291,951,4666,951,4679,3804,17287,3850,16521,3837,17400,3968,17015,5547,22713,5768,23174,5434,22649,9935,44280,3845,18223,3749,17086,4215,18949,2584,8959,669,2661,9330,365,2774,9499,2836,9401,2631,9064,515,3256,8663,418,2763,9444,2630,9595,4436,15262,5274,16248,2538,9003,579,2499,8979,2706,9048,505,2282,9208,2696,8070,3196,6744,3700,5960,3356,7208,2533,8092,3379,6900,3630,6378,4889,5391,3359,7034,2874,7338,3359,6628,5742,23200,5592,23350,1031.0,67654,52794,25769,0.9011061863090503,0.04115998030079176,0.004754328143349623,0.0032200628859340077,0.020191688449445012,0.7661666098420276,0.1768572186233284,0.06004470204947532,0.2390233738682426,0.22259303814661027,0.2958981722224378,0.2995847724009469,0.148783421941092,0.02600023283790601,0.05851769136489094
146,Walton,41230,15129.0,10089,28147,10701,30553,1004,9581,32483,9209,31332,9762,31548,9346,31750,9615,32401,9573,32566,308,9911,31649,625,11104,33999,11719,33766,3110,12228,2918,12467,8250,29776,8317,28923,8678,29742,8761,29185,12011,38158,12682,37841,12146,37399,22946,73850,6560,30686,7182,29722,8291,31126,4665,19557,1314,5426,20073,528,4785,20854,4631,21057,4595,20133,910,5363,19845,630,5008,20612,4631,20947,7094,26714,8147,29036,5093,19275,951,4801,19724,4798,19639,1050,4132,20583,3445,12318,3623,11167,3550,10419,3444,11747,3252,12510,3681,11827,3496,11628,7022,8650,2824,13331,3051,12084,3381,11566,13557,36966,14447,36076,1651.0,96673,73098,33516,0.7428931024104627,0.1713589975101918,0.014583162330022709,0.0030506990615338314,0.04426933705436537,0.7781745054584257,0.20545021751621112,0.07526881720430108,0.20627103340720676,0.15306122448979592,0.17624418188327962,0.3457453156701277,0.26557465091299676,0.05477980665950591,0.11420953083041822
147,Ware,10207,4006.0,2860,7005,2975,7566,62,2798,7832,2624,7632,2791,7656,2735,7655,2834,7789,2827,7854,12,2826,7691,49,3643,8460,3709,8498,970,3106,976,3116,2972,7881,2875,7618,3066,7893,3033,7753,4014,9782,4210,9865,3936,9772,7826,18841,2078,8710,2870,7871,3439,8512,1859,4617,103,1911,4697,27,1890,4782,1900,4733,1881,4615,81,2079,4427,66,1877,4745,1872,4763,3299,7543,3900,7941,2220,4531,114,1988,4768,2270,4552,87,1914,4860,1382,4255,1407,3865,1645,3274,1277,4103,1880,3317,1835,3290,1855,3136,2711,2411,1720,3428,1591,3521,1777,3213,4247,9828,4143,9932,132.0,36251,27788,12996,0.6490931337267886,0.2864185979559522,0.009068662732114582,0.0029509140636245863,0.03641859795595221,0.7325824096732403,0.12858068230891032,0.040197207427666616,0.22020296530876637,0.30301631271160356,0.2815481686672822,0.27639273622653127,0.09372114496768236,0.018467220683287166,0.015564882300533486
148,Warren,1223,1347.0,1062,958,1116,1007,4,1050,1060,1008,1044,1026,1043,1033,1048,1053,1045,1080,1062,0,1060,1030,4,1333,1068,1394,1071,451,543,492,536,1121,1066,1080,1024,1199,1052,1142,1039,1389,1154,1469,1165,1407,1160,2724,2209,596,1146,1109,992,1314,991,763,673,19,824,654,2,779,699,765,709,760,683,10,790,670,4,769,690,750,705,1201,1043,1528,989,979,703,21,920,744,985,738,26,869,816,761,522,708,455,681,421,837,373,657,633,687,549,680,516,923,317,610,662,628,622,674,538,1402,1232,1303,1331,15.0,5215,4159,1909,0.4169271459485453,0.5575859581630199,0.0036066362106275548,0.001683096898292859,0.011060351045924502,0.6619379658571772,0.07958643904784804,0.020437605193556144,0.2781918730464054,0.32320586694604503,0.2896804609743321,0.24777370350969094,0.07647983237297014,0.011524358302776323,0.0070808836508302895
149,Washington,4897,4516.0,3753,3666,3792,3903,23,3580,4007,3404,4011,3493,3982,3548,3912,3563,4007,3666,4098,6,3603,3944,18,4191,4136,4398,4144,1707,1768,1820,1727,3779,4063,3692,3914,4011,4128,3828,4022,4531,4537,4730,4662,4478,4630,8718,8832,1885,4535,3607,4092,4199,4148,2913,2857,62,3182,2842,25,2934,2991,2893,3025,2926,2857,41,3101,2880,20,2991,2913,2931,2964,3789,4191,4714,4034,2975,2567,57,2939,2666,2892,2828,53,2586,2968,2168,2160,2160,1877,2295,1563,2741,1323,2077,2148,2060,1996,2013,1854,2729,1351,1708,2351,1759,2293,1895,1975,4486,4906,4332,5060,53.0,19988,15709,7205,0.4457954039085874,0.5222483926411611,0.0035011776688522503,0.00210070660131135,0.014959577312368705,0.7536444076643962,0.1450760710420778,0.04055000318288879,0.23018651728308612,0.3156141568355309,0.27522553782095766,0.24788341429562805,0.1238029146426093,0.005829285218598196,0.011373820751361837
150,Wayne,10661,2601.0,1941,7283,2013,7837,69,1815,8128,1706,7889,1810,7974,1810,7961,1828,8101,1796,8170,32,1869,7982,39,2421,8694,2470,8741,683,2872,743,2831,1947,7964,1872,7826,1939,8119,1996,7895,2549,9937,2686,9986,2654,9733,4988,19001,1371,8013,1704,7686,2040,8152,1441,4370,209,1676,4374,96,1480,4657,1440,4683,1493,4406,123,1726,4232,107,1513,4554,1511,4599,2414,6810,2596,7557,1955,4338,223,2052,4296,2000,4408,227,1505,4911,1166,3849,1582,3070,1591,2828,1208,3751,1819,2884,1625,3021,1733,2678,2683,1971,1453,3225,1418,3133,1603,2810,2675,9997,2550,10122,256.0,30144,23105,11041,0.7418740532352305,0.19480631897857606,0.0059294524994589915,0.003678857390175287,0.04830123349924259,0.7454663492750487,0.11664141960614585,0.04215537762389093,0.20856957368534948,0.3070374060320623,0.22289647676840865,0.2780545240467349,0.16257585363644597,0.015578299067113487,0.018133987209234474
151,Webster,776,548.0,420,616,442,676,0,394,702,380,682,401,678,401,687,402,694,425,708,0,408,686,0,513,700,552,703,153,323,161,327,415,653,402,637,439,660,420,640,698,676,639,749,626,736,1197,1415,243,657,386,648,473,629,318,422,9,332,429,10,313,437,315,438,305,424,10,357,410,2,312,436,311,455,445,583,582,601,553,344,22,464,436,504,421,2,436,456,320,379,347,305,299,275,475,188,288,256,250,269,264,240,318,206,215,307,214,306,243,248,652,736,683,705,9.0,2348,1847,922,0.5062263129399025,0.4428803465078506,0.005414185165132647,0.0016242555495397943,0.01949106659447753,0.7314564158094207,0.12073632918245804,0.02165674066053059,0.23118570655116405,0.42950108459869846,0.20065075921908893,0.227765726681128,0.10845986984815618,0.0,0.004324077450341249
152,Wheeler,1638,618.0,492,1231,533,1266,6,483,1312,479,1272,490,1285,490,1296,482,1314,501,1317,3,484,1295,8,608,1366,634,1374,238,585,251,588,542,1345,542,1266,554,1371,568,1294,655,1550,689,1584,657,1563,1277,3020,325,1417,545,1304,646,1420,501,933,13,571,924,10,509,974,493,971,510,925,9,593,876,10,517,950,532,951,687,1191,771,1367,538,719,6,566,719,555,749,12,458,797,476,925,552,779,597,617,456,835,463,482,435,478,416,458,572,350,351,589,317,596,386,498,636,1637,553,1720,13.0,7471,6217,1533,0.5566993726877916,0.40775293549943703,0.0017693421264275374,0.00369953353707576,0.02798777545439923,0.5256554608331993,0.06787839794112917,0.0016084928422068522,0.17548656908476756,0.4546640574037834,0.19243313763861708,0.2420091324200913,0.0410958904109589,0.007175472928897586,0.00976212098444411
153,White,13905,2261.0,1900,9421,2062,10248,348,1740,10902,1589,10434,1829,10586,1676,10642,1726,10881,1618,10999,95,1836,10621,202,2111,11037,2272,11018,943,3975,848,4078,1586,9650,1718,9410,1646,9666,1820,9435,2271,12238,2411,12222,2273,12071,4186,23649,1586,9584,1540,9212,1674,9761,1218,5851,471,1512,5948,222,1280,6291,1175,6414,1162,6086,332,1417,5985,263,1331,6230,1230,6358,1581,7998,1671,8652,1448,5943,327,1328,6135,1311,6106,379,1075,6418,776,3365,965,2832,916,2769,834,3180,1053,3877,1131,3791,1273,3476,2702,2263,853,4183,851,3894,1114,3601,2391,12242,2350,12283,579.0,28003,22482,10369,0.9121074637487768,0.01716929098834623,0.005604483586869495,0.0053376034160661865,0.026910417222667023,0.7548705631171604,0.19451116448714528,0.0766835690774842,0.28845298460991015,0.15179863053332046,0.2442858520590221,0.3739029800366477,0.1959687530137911,0.02546050728131932,0.04491143771771695
154,Whitfield,27365,10915.0,6060,17726,6903,19387,597,5979,20640,5458,20301,6129,19983,5890,20128,5964,20596,5873,20919,161,6138,20159,323,8799,22527,9215,22511,1589,5971,1599,5992,6859,19831,6881,18956,7322,19757,7206,19381,10144,24716,10671,25636,10177,25157,18556,48931,5971,21356,6763,19807,7938,21538,3507,11178,825,3817,11556,493,3725,11887,3763,11794,3588,11315,616,4511,10564,719,3738,11777,3585,11946,6099,18002,7210,19305,3615,11648,711,3979,11326,3725,11750,772,3301,12063,4855,11934,5316,10228,5302,9462,4725,11603,3309,10437,4036,9249,4336,8638,6436,6850,3777,9745,3338,9845,3929,8927,10772,25535,10783,25524,1328.0,102864,76262,35180,0.6722089638351997,0.03763342162544911,0.013781437675382235,0.017046497600377644,0.30884319844745745,0.628412577692691,0.15243502661876163,0.06076420760011539,0.18735412131861215,0.19559408754974417,0.2909891984081865,0.31446844798180784,0.15884025014212622,0.035673678226264924,0.13674213823100892
155,Wilcox,2536,785.0,615,1765,644,1947,7,598,1988,558,1924,573,1970,592,1964,602,1979,613,1997,3,605,1968,5,729,2079,766,2083,265,823,272,826,702,2033,681,1969,744,2063,723,2009,800,2383,861,2403,804,2368,1589,4591,447,2111,668,2035,852,2095,550,1271,19,594,1290,2,546,1312,533,1330,541,1283,8,609,1218,13,566,1293,552,1314,893,1918,1060,2052,836,1181,9,682,1332,721,1280,35,572,1425,624,1113,722,920,702,814,938,727,637,902,606,914,643,809,814,712,494,1036,530,969,583,894,751,2513,589,2675,18.0,8766,7218,2465,0.5921307841507343,0.37004710446106953,0.004987531172069825,0.00041562759767248546,0.028955389304516486,0.7274868384594071,0.11027985591576614,0.044610695483513436,0.20393460792463286,0.3257606490872211,0.2304259634888438,0.301419878296146,0.09574036511156186,0.002434077079107505,0.008958298842963045
156,Wilkes,2941,2092.0,1609,2229,1681,2402,19,1527,2545,1474,2449,1538,2465,1525,2480,1537,2512,1584,2545,0,1579,2448,14,1884,2580,1956,2580,819,1250,873,1236,1683,2561,1625,2480,1774,2578,1737,2479,2014,2837,2160,2822,2058,2810,3951,5504,812,2790,1526,2506,1847,2572,1255,1730,54,1385,1692,14,1253,1805,1252,1799,1275,1738,42,1337,1691,30,1260,1794,1242,1802,1599,2542,2087,2634,1626,1896,51,1458,2113,1576,2094,85,1374,2245,1147,1469,1163,1256,1112,1058,1020,1362,952,1271,1010,1160,1007,1074,1449,738,834,1351,880,1277,941,1132,2120,2862,2108,2874,51.0,9565,7651,4021,0.5511697817278787,0.39328192393151223,0.006404391582799634,0.0031368448568814536,0.031760554175924716,0.7354594170696641,0.10220886158672068,0.01973598222454581,0.2934256959874526,0.3506590400397911,0.20268589903009201,0.29072370057199703,0.1290723700571997,0.00820691370305894,0.007865960416085869
157,Wilkinson,2922,1937.0,1677,2104,1727,2271,16,1638,2351,1568,2314,1628,2307,1623,2305,1639,2336,1673,2365,2,1643,2312,12,1893,2333,1976,2341,898,1001,931,1008,1797,2324,1759,2223,1877,2372,1850,2266,1951,2650,2076,2663,2017,2607,3880,5039,922,2394,1615,2266,1893,2332,1422,1597,40,1569,1579,27,1429,1669,1402,1697,1426,1617,31,1552,1543,26,1441,1639,1404,1656,1942,2231,2180,2245,1757,1494,35,1858,1454,1703,1619,60,1533,1754,1292,1486,1387,1228,1320,1089,1733,936,1301,1098,1327,1058,1274,985,1690,709,1051,1346,1109,1246,1200,1083,2010,2729,1961,2778,41.0,8877,7026,3181,0.5990606319385141,0.3542556219755195,0.002277255906632508,0.003985197836606889,0.021633931113008823,0.7650156561343581,0.08795900939368062,0.026757756902931966,0.2430970680330202,0.3806978937441056,0.2320025149324112,0.24552027664256523,0.09839673058786545,0.008487896887771141,0.007629867618315808
158,Worth,6989,2175.0,1758,5098,1842,5415,44,1675,5611,1601,5486,1645,5531,1655,5546,1670,5602,1716,5648,6,1713,5529,30,2134,6060,2234,6048,743,2316,790,2301,1797,5890,1697,5730,1894,5914,1876,5763,2223,6824,2395,6829,2327,6725,4442,13246,1311,6102,1839,5884,2020,6151,1276,3723,143,1377,3725,76,1308,3852,1290,3871,1265,3791,70,1397,3630,122,1336,3839,1314,3824,2528,5568,2486,5870,3085,2749,70,1992,3748,1923,3832,126,1656,4074,1303,3559,1600,2993,1635,2768,2329,2409,1645,2476,1468,2601,1702,2281,2138,1978,1063,3073,1123,2913,1375,2559,2365,6859,2256,6968,128.0,20784,16444,7794,0.7183775237168573,0.24276331792751155,0.0038919970810021892,0.002918997810751642,0.014838238871320847,0.7594259304305522,0.09492824130381902,0.023230357577231818,0.24142544393091706,0.2090069284064665,0.24300744162176033,0.3391070053887606,0.18039517577623812,0.013600205286117526,0.014060781217653912
